time,p_ch_kw,p_dis_kw,soc_kwh,p_da_kw,p_id_kw
2025-10-19 02:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 03:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 03:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 03:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 03:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 04:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 04:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 04:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 04:45:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 05:00:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 05:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 05:30:00+02:00,500.0,0.0,598.75,0.0,-500.0
2025-10-19 05:45:00+02:00,0.0,0.0,598.75,0.0,0.0
2025-10-19 06:00:00+02:00,0.0,0.0,598.75,0.0,0.0
2025-10-19 06:15:00+02:00,54.01662049861491,0.0,611.578947368421,0.0,-54.01662049861491
2025-10-19 06:30:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-19 06:45:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-19 07:00:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-19 07:15:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-19 07:30:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-19 07:45:00+02:00,0.0,0.0,611.578947368421,0.0,0.0
2025-10-19 08:00:00+02:00,0.0,500.0,480.0,0.0,500.0
2025-10-19 08:15:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 08:30:00+02:00,0.0,0.0,480.0,0.0,0.0
2025-10-19 08:45:00+02:00,500.0,0.0,598.75,0.0,-500.0
2025-10-19 09:00:00+02:00,0.0,0.0,598.75,0.0,0.0
2025-10-19 09:15:00+02:00,0.0,0.0,598.75,0.0,0.0
2025-10-19 09:30:00+02:00,0.0,0.0,598.75,0.0,0.0
2025-10-19 09:45:00+02:00,500.0,0.0,717.5,0.0,-500.0
2025-10-19 10:00:00+02:00,0.0,0.0,717.5,0.0,0.0
2025-10-19 10:15:00+02:00,0.0,0.0,717.5,0.0,0.0
2025-10-19 10:30:00+02:00,0.0,0.0,717.5,0.0,0.0
2025-10-19 10:45:00+02:00,500.0,0.0,836.25,-500.0,0.0
2025-10-19 11:00:00+02:00,0.0,0.0,836.25,0.0,0.0
2025-10-19 11:15:00+02:00,0.0,0.0,836.25,0.0,0.0
2025-10-19 11:30:00+02:00,500.0,0.0,955.0,0.0,-500.0
2025-10-19 11:45:00+02:00,500.0,0.0,1073.75,0.0,-500.0
2025-10-19 12:00:00+02:00,500.0,0.0,1192.5,0.0,-500.0
2025-10-19 12:15:00+02:00,500.0,0.0,1311.25,0.0,-500.0
2025-10-19 12:30:00+02:00,500.0,0.0,1430.0,0.0,-500.0
2025-10-19 12:45:00+02:00,500.0,0.0,1548.75,0.0,-500.0
2025-10-19 13:00:00+02:00,500.0,0.0,1667.5,0.0,-500.0
2025-10-19 13:15:00+02:00,500.0,0.0,1786.25,0.0,-500.0
2025-10-19 13:30:00+02:00,500.0,0.0,1905.0,0.0,-500.0
2025-10-19 13:45:00+02:00,500.0,0.0,2023.75,-500.0,0.0
2025-10-19 14:00:00+02:00,500.0,0.0,2142.5,-500.0,0.0
2025-10-19 14:15:00+02:00,500.0,0.0,2261.25,0.0,-500.0
2025-10-19 14:30:00+02:00,500.0,0.0,2380.0,0.0,-500.0
2025-10-19 14:45:00+02:00,500.0,0.0,2498.75,0.0,-500.0
2025-10-19 15:00:00+02:00,500.0,0.0,2617.5,-500.0,0.0
2025-10-19 15:15:00+02:00,0.0,0.0,2617.5,0.0,0.0
2025-10-19 15:30:00+02:00,500.0,0.0,2736.25,0.0,-500.0
2025-10-19 15:45:00+02:00,0.0,0.0,2736.25,0.0,0.0
2025-10-19 16:00:00+02:00,500.0,0.0,2855.0,0.0,-500.0
2025-10-19 16:15:00+02:00,0.0,0.0,2855.0,0.0,0.0
2025-10-19 16:30:00+02:00,0.0,0.0,2855.0,0.0,0.0
2025-10-19 16:45:00+02:00,0.0,500.0,2723.421052631579,500.0,0.0
2025-10-19 17:00:00+02:00,0.0,0.0,2723.421052631579,0.0,0.0
2025-10-19 17:15:00+02:00,0.0,0.0,2723.421052631579,0.0,0.0
2025-10-19 17:30:00+02:00,0.0,500.0,2591.8421052631584,0.0,500.0
2025-10-19 17:45:00+02:00,0.0,500.0,2460.2631578947376,0.0,500.0
2025-10-19 18:00:00+02:00,0.0,500.0,2328.6842105263167,0.0,500.0
2025-10-19 18:15:00+02:00,0.0,500.0,2197.105263157896,500.0,0.0
2025-10-19 18:30:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 18:45:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 19:00:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 19:15:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 19:30:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 19:45:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 20:00:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 20:15:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 20:30:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 20:45:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 21:00:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 21:15:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 21:30:00+02:00,0.0,0.0,2197.105263157896,0.0,0.0
2025-10-19 21:45:00+02:00,500.0,0.0,2315.855263157896,0.0,-500.0
2025-10-19 22:00:00+02:00,0.0,0.0,2315.855263157896,0.0,0.0
2025-10-19 22:15:00+02:00,0.0,0.0,2315.855263157896,0.0,0.0
2025-10-19 22:30:00+02:00,0.0,0.0,2315.855263157896,0.0,0.0
2025-10-19 22:45:00+02:00,500.0,0.0,2434.605263157896,0.0,-500.0
2025-10-19 23:00:00+02:00,0.0,0.0,2434.605263157896,0.0,0.0
2025-10-19 23:15:00+02:00,0.0,0.0,2434.605263157896,0.0,0.0
2025-10-19 23:30:00+02:00,500.0,0.0,2553.355263157896,0.0,-500.0
2025-10-19 23:45:00+02:00,500.0,0.0,2672.105263157896,0.0,-500.0
2025-10-20 00:00:00+02:00,0.0,0.0,2672.105263157896,0.0,0.0
2025-10-20 00:15:00+02:00,0.0,0.0,2672.105263157896,0.0,0.0
2025-10-20 00:30:00+02:00,0.0,0.0,2672.105263157896,0.0,0.0
2025-10-20 00:45:00+02:00,417.4515235457014,0.0,2771.25,-417.4515235457013,0.0
2025-10-20 01:00:00+02:00,0.0,0.0,2771.25,0.0,0.0
2025-10-20 01:15:00+02:00,0.0,0.0,2771.25,0.0,0.0
2025-10-20 01:30:00+02:00,0.0,0.0,2771.25,0.0,0.0
2025-10-20 01:45:00+02:00,0.0,0.0,2771.25,0.0,0.0
2025-10-20 02:00:00+02:00,0.0,0.0,2771.25,0.0,0.0
2025-10-20 02:15:00+02:00,0.0,0.0,2771.25,0.0,0.0
2025-10-20 02:30:00+02:00,500.0,0.0,2890.0,0.0,-500.0
2025-10-20 02:45:00+02:00,500.0,0.0,3008.75,-500.0,0.0
2025-10-20 03:00:00+02:00,500.0,0.0,3127.5,0.0,-500.0
2025-10-20 03:15:00+02:00,0.0,0.0,3127.5,0.0,0.0
2025-10-20 03:30:00+02:00,0.0,0.0,3127.5,0.0,0.0
2025-10-20 03:45:00+02:00,500.0,0.0,3246.25,0.0,-500.0
2025-10-20 04:00:00+02:00,500.0,0.0,3365.0,0.0,-500.0
2025-10-20 04:15:00+02:00,500.0,0.0,3483.75,0.0,-500.0
2025-10-20 04:30:00+02:00,500.0,0.0,3602.5,0.0,-500.0
2025-10-20 04:45:00+02:00,0.0,0.0,3602.5,0.0,0.0
2025-10-20 05:00:00+02:00,500.0,0.0,3721.25,-500.0,0.0
2025-10-20 05:15:00+02:00,0.0,0.0,3721.25,0.0,0.0
2025-10-20 05:30:00+02:00,0.0,0.0,3721.25,0.0,0.0
2025-10-20 05:45:00+02:00,0.0,0.0,3721.25,0.0,0.0
2025-10-20 06:00:00+02:00,500.0,0.0,3840.0,-500.0,0.0
